=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.05.17 18:09:59 =~=~=~=~=~=~=~=~=~=~=~=
$%=46,31.00
46,30.00
46,29.00
46,36.00
47,28.00
47,32.00
47,31.00
48,33.00
48,36.00
48,38.00
48,33.00
49,28.00
49,29.00
50,32.00
58,27.00
69,26.00
79,30.00
90,22.00
100,29.00
113,33.00
123,25.00
134,28.00
146,31.00
157,22.00
173,22.00
180,31.00
193,21.00
206,21.00
217,26.00
228,30.00
238,29.00
251,24.00
262,31.00
272,25.00
283,29.00
295,30.00
306,22.00
319,28.00
331,37.00
341,22.00
352,28.00
363,29.00
375,21.00
386,31.00
398,36.00
409,27.00
422,25.00
432,33.00
444,24.00
455,28.00
467,38.00
478,49.00
489,39.00
501,57.00
512,72.00
525,67.00
535,66.00
547,66.00
558,61.00
570,62.00
581,62.00
593,56.00
604,55.00
616,61.00
627,55.00
638,53.00
650,55.00
661,60.00
673,53.00
684,55.00
696,54.00
707,51.00
719,56.00
731,61.00
742,54.00
753,58.00
765,54.00
776,56.00
787,60.00
799,55.00
810,61.00
822,58.00
833,56.00
845,56.00
856,55.00
868,55.00
879,56.00
891,53.00
902,48.00
913,41.00
926,25.00
936,36.00
948,31.00
959,25.00
971,31.00
982,30.00
994,29.00
1005,27.00
1018,28.00
1031,37.00
1043,27.00
1055,28.00
1068,28.00
1080,34.00
1093,28.00
1105,26.00
1118,28.00
1131,32.00
1143,24.00
1155,22.00
1168,26.00
1180,36.00
1193,24.00
1205,27.00
1218,26.00
1230,34.00
1243,24.00
1255,22.00
1268,26.00
1280,33.00
1293,26.00
1305,24.00
1318,25.00
1330,33.00
1344,27.00
1355,25.00
1368,27.00
1380,34.00
1393,22.00
1405,24.00
1418,26.00
1430,39.00
1444,20.00
1455,19.00
1468,26.00
1480,38.00
1493,22.00
1505,25.00
1518,27.00
1530,39.00
1544,32.00
1555,29.00
1568,42.00
1580,56.00
1593,46.00
1605,52.00
1618,57.00
1630,63.00
1644,64.00
1655,56.00
1668,55.00
1680,58.00
1693,56.00
1705,63.00
1718,53.00
1730,55.00
1743,61.00
1755,53.00
1768,57.00
1780,56.00
1793,55.00
1805,52.00
1818,56.00
1830,63.00
1843,61.00
1856,52.00
1868,57.00
1880,56.00
1893,55.00
1905,52.00
1918,55.00
1930,56.00
1943,54.00
1957,55.00
1968,56.00
1980,58.00
1993,55.00
2005,57.00
2018,43.00
2030,46.00
2043,27.00
2056,18.00
2068,30.00
2080,44.00
2093,26.00
2105,20.00
2118,30.00
2130,40.00
2143,27.00
2156,17.00
2168,26.00
2180,36.00
2193,22.00
2205,18.00
2218,24.00
2230,39.00
2243,22.00
2255,17.00
2268,27.00
2280,32.00
2293,22.00
2305,17.00
2318,26.00
2330,38.00
2343,24.00
2355,19.00
2368,30.00
2380,40.00
2393,27.00
2405,15.00
2418,25.00
2430,37.00
2443,24.00
2455,18.00
2468,29.00
2480,39.00
2493,22.00
2505,19.00
2518,24.00
2530,36.00
2543,22.00
2555,15.00
2568,29.00
2580,33.00
2593,21.00
2605,19.00
2618,24.00
2630,29.00
2643,26.00
2655,17.00
2668,25.00
2680,38.00
2693,25.00
2705,24.00
2718,32.00
2730,58.00
2743,52.00
2755,55.00
2768,75.00
2780,81.00
2793,76.00
2805,68.00
2818,72.00
2830,72.00
2843,79.00
2855,57.00
2868,62.00
2881,60.00
2893,65.00
2905,57.00
2918,66.00
2930,65.00
2943,68.00
2955,63.00
2968,70.00
2981,64.00
2993,65.00
3005,58.00
3018,65.00
3030,63.00
3043,70.00
3055,63.00
3068,67.00
3081,63.00
3093,69.00
3105,61.00
3118,58.00
3130,61.00
3143,67.00
3155,56.00
3168,62.00
3181,69.00
3193,64.00
3205,55.00
3218,80.00
3230,72.00
3243,40.00
3255,20.00
3268,32.00
3280,28.00
3293,31.00
3305,19.00
3318,28.00
3330,32.00
3343,24.00
3355,21.00
3368,33.00
3380,34.00
3393,32.00
3405,20.00
3418,31.00
3430,31.00
3443,28.00
3455,21.00
3468,25.00
3480,33.00
3493,26.00
3505,17.00
3518,28.00
3530,27.00
3543,33.00
3555,20.00
3568,32.00
3580,29.00
3593,24.00
3605,17.00
3618,30.00
3630,26.00
3643,31.00
3655,19.00
3668,29.00
3680,31.00
3694,30.00
3705,16.00
3718,26.00
3730,30.00
3743,30.00
3755,17.00
3768,29.00
3780,30.00
3793,27.00
3805,19.00
3818,25.00
3830,24.00
3843,30.00
3855,17.00
3868,27.00
3880,29.00
3893,38.00
3905,26.00
3918,45.00
3930,42.00
3943,61.00
3955,42.00
3968,58.00
3980,68.00
3993,68.00
4006,56.00
4018,56.00
4030,58.00
4043,60.00
4055,55.00
4068,63.00
4080,52.00
4093,60.00
4106,55.00
4118,62.00
4130,53.00
4143,60.00
4155,50.00
4167,58.00
4180,53.00
4192,61.00
4206,53.00
4218,55.00
4230,58.00
4243,58.00
4255,53.00
4267,54.00
4280,53.00
4293,58.00
4306,55.00
4318,61.00
4330,54.00
4343,58.00
4355,51.00
4367,55.00
4380,55.00
4392,60.00
4405,44.00
4417,34.00
4430,33.00
4443,36.00
4455,24.00
4467,30.00
4480,29.00
4492,31.00
4505,24.00
4518,26.00
4530,25.00
4543,27.00
4555,15.00
4567,24.00
4580,22.00
4592,27.00
4605,14.00
4618,21.00
4630,21.00
4643,22.00
4655,15.00
4667,21.00
4680,25.00
4692,26.00
4705,14.00
4718,22.00
4730,22.00
4743,30.00
4755,17.00
4767,28.00
4780,24.00
4792,24.00
4805,14.00
4817,24.00
