=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.05.17 18:13:02 =~=~=~=~=~=~=~=~=~=~=~=
-S46,20.00
46,18.00
47,24.00
47,19.00
47,15.00
47,16.00
48,13.00
48,15.00
48,19.00
48,15.00
49,18.00
49,22.00
50,20.00
50,19.00
59,24.00
69,27.00
81,16.00
90,27.00
100,20.00
112,24.00
123,25.00
135,24.00
146,19.00
158,27.00
173,24.00
181,17.00
193,24.00
207,33.00
215,21.00
226,29.00
238,28.00
252,30.00
263,18.00
273,27.00
287,29.00
295,20.00
307,21.00
320,28.00
330,19.00
341,24.00
353,26.00
364,18.00
375,22.00
389,29.00
398,19.00
410,20.00
421,28.00
432,20.00
444,30.00
455,31.00
467,27.00
478,28.00
491,24.00
501,22.00
513,24.00
524,27.00
536,21.00
547,18.00
559,27.00
570,28.00
581,21.00
594,26.00
604,34.00
616,21.00
627,26.00
639,37.00
650,21.00
662,32.00
673,28.00
685,22.00
697,21.00
707,25.00
719,22.00
730,25.00
742,24.00
753,30.00
765,15.00
776,27.00
788,25.00
800,18.00
811,24.00
822,36.00
834,20.00
845,27.00
856,30.00
868,20.00
879,25.00
891,27.00
903,22.00
914,25.00
925,26.00
937,28.00
948,16.00
960,25.00
971,27.00
982,19.00
994,22.00
1006,30.00
1018,19.00
1030,22.00
1043,26.00
1055,25.00
1068,21.00
1080,22.00
1093,27.00
1106,28.00
1118,28.00
1130,26.00
1143,20.00
1155,27.00
1168,24.00
1180,21.00
1193,22.00
1208,29.00
1218,21.00
1230,21.00
1243,26.00
1255,29.00
1268,21.00
1280,22.00
1293,25.00
1306,28.00
1318,21.00
1330,26.00
1343,28.00
1355,28.00
1368,20.00
1380,24.00
1393,25.00
1405,28.00
1418,21.00
1430,25.00
1443,31.00
1455,28.00
1468,19.00
1480,25.00
1493,27.00
1505,27.00
1519,20.00
1530,31.00
1543,24.00
1555,30.00
1568,19.00
1580,32.00
1593,25.00
1605,28.00
1619,20.00
1630,28.00
1643,30.00
1655,25.00
1668,19.00
1680,26.00
1693,30.00
1705,28.00
1719,19.00
1730,30.00
1743,29.00
1755,27.00
1768,24.00
1780,28.00
1793,26.00
1805,28.00
1819,19.00
1830,33.00
1843,25.00
1855,32.00
1868,18.00
1880,27.00
1893,27.00
1905,28.00
1918,19.00
1931,31.00
1943,28.00
1955,22.00
1968,18.00
1980,25.00
1993,25.00
2005,21.00
2018,19.00
2031,28.00
2043,26.00
2055,29.00
2068,17.00
2080,28.00
2093,26.00
2105,22.00
2118,22.00
2131,27.00
2143,30.00
2155,24.00
2168,17.00
2180,22.00
2193,30.00
2205,25.00
2218,17.00
2231,27.00
2243,30.00
2255,26.00
2268,21.00
2280,22.00
2293,36.00
2305,22.00
2318,18.00
2331,26.00
2343,31.00
2355,27.00
2368,18.00
2380,25.00
2393,33.00
2405,20.00
2418,26.00
2430,24.00
2444,26.00
2455,24.00
2468,21.00
2480,24.00
2493,30.00
2505,22.00
2518,21.00
2530,24.00
2544,28.00
2555,22.00
2568,22.00
2580,25.00
2593,30.00
2605,26.00
2618,22.00
2630,22.00
2644,30.00
2655,21.00
2668,21.00
2680,25.00
2693,30.00
2705,22.00
2718,26.00
2730,26.00
2745,24.00
2755,20.00
2768,26.00
2780,24.00
2793,28.00
2805,22.00
2818,29.00
2830,22.00
2844,30.00
2855,21.00
2868,24.00
2880,24.00
2893,27.00
2905,21.00
2918,27.00
2930,24.00
2943,30.00
2955,19.00
2968,27.00
2980,25.00
2993,33.00
3005,22.00
3018,26.00
3030,22.00
3043,30.00
3056,21.00
3068,25.00
3080,24.00
3093,31.00
3105,17.00
3118,22.00
3130,24.00
3143,26.00
3156,29.00
3168,31.00
3180,22.00
3193,30.00
3205,21.00
3218,25.00
3230,29.00
3243,27.00
3256,18.00
3268,29.00
3280,25.00
3293,24.00
3305,20.00
3318,32.00
3330,27.00
3343,30.00
3356,20.00
3368,27.00
3380,25.00
3393,29.00
3405,19.00
3418,29.00
3430,25.00
3443,30.00
3455,15.00
3468,28.00
3480,30.00
3493,28.00
3505,20.00
3518,28.00
3530,27.00
3543,28.00
3555,19.00
3569,22.00
3580,25.00
3593,29.00
3605,17.00
3618,26.00
3630,28.00
3643,28.00
3655,19.00
3669,25.00
3680,31.00
3693,25.00
3705,19.00
3718,27.00
3730,28.00
3743,33.00
3755,25.00
3769,27.00
3780,26.00
3793,30.00
3805,20.00
3818,25.00
3830,26.00
3843,22.00
3855,19.00
3869,25.00
3880,29.00
3893,22.00
3905,16.00
3918,26.00
3930,27.00
3943,26.00
3955,20.00
3969,25.00
3980,30.00
3993,25.00
4005,19.00
4018,24.00
4030,32.00
4043,24.00
4055,18.00
4068,24.00
4081,30.00
4093,22.00
4105,21.00
4118,21.00
4130,39.00
4143,20.00
4155,20.00
4168,26.00
4181,25.00
4193,25.00
4205,25.00
4218,31.00
4230,32.00
4243,24.00
4255,22.00
4268,25.00
4282,27.00
4293,24.00
4305,27.00
4318,26.00
4330,31.00
4343,21.00
4355,22.00
4368,27.00
4381,32.00
4393,25.00
4405,36.00
4418,27.00
4430,38.00
4443,31.00
4455,31.00
4468,30.00
4481,41.00
4493,31.00
4505,28.00
4518,28.00
4530,34.00
4543,28.00
4555,27.00
4568,29.00
4580,33.00
4593,24.00
4605,31.00
4618,29.00
4630,33.00
4643,29.00
4655,31.00
4668,31.00
4680,36.00
4694,28.00
4705,34.00
4718,30.00
4730,38.00
4743,29.00
4755,34.00
4768,31.00
4780,38.00
4794,38.00
4805,56.00
4818,81.00
4830,91.00
